629,05
630,05
631,05
632,05
633,06
634,06
635,06
636,06
637,06
638,06
639,06
640,06
641,07
642,07
643,07
644,07
645,07
646,07
647,07
648,07
649,08
650,08
651,08
652,08
653,08
654,08
655,08
656,08
657,01
658,01
659,01
660,01
661,02
662,02
663,02
664,02
665,02
666,02
667,02
668,02
669,03
670,03
671,03
672,03
673,03
674,03
675,03
676,03
677,04
678,04
679,04
680,04
681,04
682,04
683,04
684,04
685,05
686,05
687,05
688,05
689,05
690,05
691,05
692,05
693,06
694,06
695,06
696,06
697,06
698,06
699,06
700,06
701,07
702,07
703,07
704,07
705,07
706,07
707,07
708,07
709,08
710,08
711,08
712,08
713,08
714,08
715,08
716,08
717,01
718,01
719,01
720,01
721,02
722,02
723,02
724,02
725,02
726,02
727,02
728,02
729,03
730,03
731,03
732,03
733,03
734,03
735,03
736,03
737,04
738,04
739,04
740,04
741,04
742,04
743,04
744,04
745,05
746,05
747,05
748,05
749,05
750,05
751,05
752,05
753,06
754,06
755,06
756,06
757,06
758,06
759,06
760,06
761,07
762,07
763,07
764,07
765,07
766,07
767,07
768,07
769,08
770,08
771,08
772,08
773,08
774,08
775,08
776,08
777,01
778,01
779,01
780,01
781,02
782,02
783,02
784,02
785,02
786,02
787,02
788,02
789,03
790,03
791,03
792,03
793,03
794,03
795,03
796,03
797,04
798,04
799,04
800,04
801,04
802,04
803,04
804,04
805,05
806,05
807,05
808,05
809,05
810,05
811,05
812,05
813,06
814,06
815,06
816,06
817,06
818,06
819,06
820,06
821,07
822,07
823,07
824,07
825,07
826,07
827,07
828,07
829,08
830,08
831,08
832,08
833,08
834,08
835,08
836,08
837,01
838,01
839,01
840,01
841,02
842,02
843,02
844,02
845,02
846,02
847,02
848,02
849,03
850,03
851,03
852,03
853,03
854,03
855,03
856,03
857,04
858,04
859,04
860,04
861,04
862,04
863,04
864,04
865,05
866,05
867,05
868,05
869,05
870,05
871,05
872,05
873,06
874,06
875,06
876,06
877,06
878,06
879,06
880,06
881,07
882,07
883,07
884,07
885,07
886,07
887,07
888,07
889,08
890,08
891,08
892,08
893,08
894,08
895,08
896,08
897,01
898,01
899,01
900,01
901,02
902,02
903,02
904,02
905,02
906,02
907,02
908,02
909,03
910,03
911,03
912,03
913,03
914,03
915,03
916,03
917,04
918,04
919,04
920,04
921,04
922,04
923,04
924,04
925,05
926,05
927,05
928,05
929,05
930,05
931,05
932,05
933,06
934,06
935,06
936,06
937,06
938,06
939,06
940,06
941,07
942,07
943,07
944,07
945,07
946,07
947,07
948,07
949,08
950,08
951,08
952,08
953,08
954,08
955,08
956,08
957,01
958,01
959,01
960,01
961,02
962,02
963,02
964,02
965,02
966,02
967,02
968,02
969,03
970,03
971,03
972,03
973,03
974,03
975,03
976,03
977,04
978,04
979,04
980,04
981,04
982,04
983,04
984,04
985,05
986,05
987,05
988,05
989,05
990,05
991,05
992,05
993,06
994,06
995,06
996,06
997,06
998,06
999,06
1000,06
1001,07
1002,07
1003,07
1004,07
1005,07
1006,07
1007,07
1008,07
1009,08
1010,08
1011,08
1012,08
1013,08
1014,08
1015,08
1016,08
1017,01
1018,01
1019,01
1020,01
1021,02
1022,02
1023,02
1024,02
1025,02
1026,02
1027,02
1028,02
1029,03
1030,03
1031,03
1032,03
1033,03
1034,03
1035,03
1036,03
1037,04
1038,04
1039,04
1040,04
1041,04
1042,04
1043,04
1044,04
1045,05
1046,05
1047,05
1048,05
1049,05
1050,05
1051,05
1052,05
1053,06
1054,06
1055,06
1056,06
1057,06
1058,06
1059,06
1060,06
1061,07
1062,07
1063,07
1064,07
1065,07
1066,07
1067,07
1068,07
1069,08
1070,08
1071,08
1072,08
1073,08
1074,08
1075,08
1076,08
1077,01
1078,01
1079,01
1080,01
1081,02
1082,02
1083,02
1084,02
1085,02
1086,02
1087,02
1088,02
1089,03
1090,03
1091,03
1092,03
1093,03
1094,03
1095,03
1096,03
1097,04
1098,04
1099,04
1100,04
1101,04
1102,04
1103,04
1104,04
1105,05
1106,05
1107,05
1108,05
1109,05
1110,05
1111,05
1112,05
1113,06
1114,06
1115,06
1116,06
1117,06
1118,06
1119,06
1120,06
1121,07
1122,07
1123,07
1124,07
1125,07
1126,07
1127,07
1128,07
1129,08
1130,08
1131,08
1132,08
1133,08
1134,08
1135,08
1136,08
1137,01
1138,01
1139,01
1140,01
1141,02
1142,02
1143,02
1144,02
1145,02
1146,02
1147,02
1148,02
1149,03
1150,03
1151,03
1152,03
1153,03
1154,03
1155,03
1156,04
1157,04
1158,04
1159,04
1160,04
1161,04
1162,04
1163,04
1164,05
1165,05
1166,05
1167,05
1168,05
1169,05
1170,05
1171,05
1172,06
1173,06
1174,06
1175,06
1176,06
1177,06
1178,06
1179,07
1180,07
1181,07
1182,07
1183,07
1184,07
1185,07
1186,07
1187,08
1188,08
1189,08
1190,08
1191,08
1192,08
1193,08
1194,08
1195,01
1196,01
1197,01
1198,01
1199,02
1200,02
1201,02
1202,02
1203,02
1204,02
1205,02
1206,02
1207,03
1208,03
1209,03
1210,03
1211,03
1212,03
1213,03
1214,03
1215,04
1216,04
1217,04
1218,04
1219,04
1220,04
1221,04
1222,04
1223,05
1224,05
1225,05
1226,05
1227,05
1228,05
1229,05
1230,05
1231,06
1232,06
1233,06
1234,06
1235,06
1236,06
1237,06
1238,06
1239,07
1240,07
1241,07
1242,07
1243,07
1244,07
1245,07
1246,07
1247,08
1248,08
1249,08
1250,08
1251,08
1252,08
1253,08
1254,08
1255,01
1256,01
1257,01
1258,01
1259,02
1260,02
1261,02
1262,02
1263,02
1264,02
1265,02
1266,02
1267,03
1268,03
1269,03
1270,03
1271,03
1272,03
1273,03
1274,03
1275,04
1276,04
1277,04
1278,04
1279,04
1280,04
1281,04
1282,04
1283,05
1284,05
1285,05
1286,05
1287,05
1288,05
1289,05
1290,05
1291,06
1292,06
1293,06
1294,06
1295,06
1296,06
1297,06
1298,06
1299,07
1300,07
1301,07
1302,07
1303,07
1304,07
1305,07
1306,07
1307,08
1308,08
1309,08
1310,08
1311,08
1312,08
1313,08
1314,08
1315,01
1316,01
1317,01
1318,01
1319,02
1320,02
1321,02
1322,02
1323,02
1324,02
1325,02
1326,02
1327,03
1328,03
1329,03
1330,03
1331,03
1332,03
1333,03
1334,03
1335,04
1336,04
1337,04
1338,04
1339,04
1340,04
1341,04
1342,04
1343,05
1344,05
1345,05
1346,05
1347,05
1348,05
1349,05
1350,05
1351,06
1352,06
1353,06
1354,06
1355,06
1356,06
1357,06
1358,06
1359,07
1360,07
1361,07
1362,07
1363,07
1364,07
1365,07
1366,07
1367,08
1368,08
1369,08
1370,08
1371,08
1372,08
1373,08
1374,08
1375,01
1376,01
1377,01
1378,01
1379,02
1380,02
1381,02
1382,02
1383,02
1384,02
1385,02
1386,02
1387,03
1388,03
1389,03
1390,03
1391,03
1392,03
1393,03
1394,03
1395,04
1396,04
1397,04
1398,04
1399,04
1400,04
1401,04
1402,04
1403,05
1404,05
1405,05
1406,05
1407,05
1408,05
1409,05
1410,05
1411,06
1412,06
1413,06
1414,06
1415,06
1416,06
1417,06
1418,06
1419,07
1420,07
1421,07
1422,07
1423,07
1424,07
1425,07
1426,07
1427,08
1428,08
1429,08
1430,08
1431,08
1432,08
1433,08
1434,08
